URL,Text,Sentiment Score,caring,desire,disapproval,realization,approval,remorse,curiosity,excitement,annoyance,surprise,relief,pride,embarrassment,grief,confusion,anger,fear,disgust,disappointment,neutral,nervousness,admiration,amusement,joy,sadness,gratitude,optimism,love
https://www.foxnews.com/politics/do-you-qualify-for-a-stimulus-check-in-senates-coronavirus-response-bill,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       One of the key pieces of the coronavirus response bill is the check Americans will be receiving directly ",1.0,0.12718136608600616,0.07281593233346939,0.07005912065505981,0.0654294565320015,0.057427190244197845,0.05625669285655022,0.04769766330718994,0.04069481045007706,0.03832249715924263,0.0315338671207428,0.03034515306353569,0.030002741143107414,0.029524188488721848,0.028022881597280502,0.02564510703086853,0.025325564667582512,0.02225581929087639,0.021924519911408424,0.021194174885749817,0.02109343372285366,0.021070925518870354,0.02058069035410881,0.017877863720059395,0.016845377162098885,0.015906313434243202,0.01566358283162117,0.015053649432957172,0.014249427244067192
https://www.foxnews.com/politics/squad-stimulus-checks-bill-trump-funding-bill-on-hold,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Correspondent Jonathan Serrie has more from Atlanta on 'Special Report'  Members of the progressive ""Squa",1.0,0.11242018640041351,0.08265811204910278,0.055679041892290115,0.06637419015169144,0.053920816630125046,0.06343217939138412,0.06059836223721504,0.04968595132231712,0.03162835165858269,0.03309042006731033,0.02943691611289978,0.03469260409474373,0.020808342844247818,0.030208412557840347,0.028588958084583282,0.025907516479492188,0.017955299466848373,0.017596516758203506,0.016078656539320946,0.024842990562319756,0.01711145229637623,0.02349129505455494,0.02725265547633171,0.017067890614271164,0.014791973866522312,0.01810332201421261,0.0136950071901083,0.01288257259875536
https://www.foxnews.com/politics/bidens-covid-bill-heads-back-to-the-house-whats-in-it-and-whats-out,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Ben Domenech, Leo Terrell, Carley Shimkus and Rachel Campos-Duffy weigh in 'The Big Sunday Show' Senate D",1.0,0.09168441593647003,0.08354929089546204,0.04650326073169708,0.06469936668872833,0.04908137768507004,0.06433653086423874,0.07034064829349518,0.05725253373384476,0.034125763922929764,0.03480123355984688,0.02640536241233349,0.03515126556158066,0.023283274844288826,0.02655215561389923,0.029619090259075165,0.030043942853808403,0.01725197769701481,0.016935694962739944,0.018669942393898964,0.028161391615867615,0.020062508061528206,0.022209394723176956,0.0359591580927372,0.01713559776544571,0.014041749760508537,0.0164411049336195,0.013821701519191265,0.011880158446729183
https://www.foxnews.com/politics/coronavirus-stimulus-prisoners,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Former Kansas Secretary of State Kris Kobach joins 'The Ingraham Angle' to discuss the American Rescue Pl",-1.0,0.11814001202583313,0.08538508415222168,0.055552396923303604,0.062235310673713684,0.049378879368305206,0.06666445732116699,0.0626838207244873,0.052118122577667236,0.03354974091053009,0.03366749361157417,0.02756432816386223,0.030361859127879143,0.02413584105670452,0.028382889926433563,0.027270978316664696,0.027538012713193893,0.018645070493221283,0.01836599037051201,0.015967901796102524,0.02197626605629921,0.018846487626433372,0.021583864465355873,0.025617485865950584,0.017022473737597466,0.014687912538647652,0.01550802681595087,0.013642176054418087,0.013507116585969925
https://www.foxnews.com/politics/trump-doubles-down-on-last-minute-demand-for-2000-covid-checks,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Sen. Pat Toomey, R-Penna., on status of coronavirus relief bill. President Trump doubled down on his dema",1.0,0.09930906444787979,0.08580568432807922,0.05699435621500015,0.06090513989329338,0.05228349193930626,0.06367498636245728,0.0552133247256279,0.050760529935359955,0.039914488792419434,0.03447294980287552,0.02873401530086994,0.03188900277018547,0.024495307356119156,0.030820811167359352,0.028692394495010376,0.027919238433241844,0.01930313929915428,0.01895931363105774,0.021867433562874794,0.022126710042357445,0.021046319976449013,0.021806487813591957,0.02558322250843048,0.017350178211927414,0.015067576430737972,0.018223633989691734,0.013764468021690845,0.013016712851822376
https://www.foxnews.com/us/drug-overdoses-stimulus-checks,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Lucie Mitchell, mom of two teenagers, and Tom Kersting, psychotherapist and dad of two, discuss how the p",-0.9998,0.12361644208431244,0.06629393994808197,0.04736139252781868,0.06382767856121063,0.06325828284025192,0.05635199323296547,0.05373343080282211,0.041987646371126175,0.03043762594461441,0.03353164717555046,0.030414745211601257,0.03202652931213379,0.02382431924343109,0.03406033664941788,0.02563207969069481,0.02551080472767353,0.02393762394785881,0.018688173964619637,0.01970573142170906,0.026907797902822495,0.016846410930156708,0.022588074207305908,0.026484061032533646,0.019714653491973877,0.02321598120033741,0.017973745241761208,0.013451801612973213,0.018617112189531326
https://www.foxnews.com/politics/coronavirus-stimulus-checks-on-their-way-heres-how-it-works,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Americans will soon receive a much-needed handout of up to $1,200 per person from the coronavirus stimulu",1.0,0.10819001495838165,0.08300815522670746,0.06528917700052261,0.06093546748161316,0.05986594781279564,0.0625930204987526,0.04920751228928566,0.04706127196550369,0.03611624240875244,0.03563092648983002,0.029923327267169952,0.031097684055566788,0.02594953030347824,0.030107706785202026,0.02582959085702896,0.024490782991051674,0.019534766674041748,0.02045779675245285,0.020581986755132675,0.02058352902531624,0.020489191636443138,0.021076394245028496,0.022814225405454636,0.016875451430678368,0.01604766584932804,0.016927864402532578,0.016383713111281395,0.012931075878441334
https://www.foxnews.com/politics/house-vote-2000-stimulus-checks-trump-signs-relief-spending-package,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Democratic strategist Robert Patillo and political analyst Ron Meyer weigh in on Trump's involvement with",1.0,0.0977340117096901,0.07507237792015076,0.06417160481214523,0.06428361684083939,0.054599370807409286,0.057494960725307465,0.06712798774242401,0.046763114631175995,0.03805411234498024,0.03286534175276756,0.026005897670984268,0.0336449109017849,0.02504231594502926,0.03065059892833233,0.033189557492733,0.027547867968678474,0.0205235593020916,0.020166127011179924,0.02374093048274517,0.02529681846499443,0.017383452504873276,0.023334579542279243,0.02242026850581169,0.01621495932340622,0.016335414722561836,0.01448966097086668,0.013980799354612827,0.01186579093337059
https://www.foxnews.com/politics/rep-burgess-on-coronavirus-stimulus-checks-more-money-should-go-to-americans,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Rep. Michael Burgess, R-Texas, says if members of Congress ‘legitimately did our job at the budgetary lev",1.0,0.10878084599971771,0.08112716674804688,0.060123905539512634,0.06511000543832779,0.056848734617233276,0.06456739455461502,0.05483091622591019,0.042443759739398956,0.033909983932971954,0.0347425639629364,0.030911555513739586,0.035907644778490067,0.02496938593685627,0.02940932661294937,0.03140106424689293,0.02498961053788662,0.017583129927515984,0.018072593957185745,0.02131234109401703,0.025772858411073685,0.015936018899083138,0.022882385179400444,0.025610361248254776,0.017140470445156097,0.013792463578283787,0.015521868132054806,0.013299070298671722,0.013002623803913593
https://www.foxnews.com/politics/spot-counterfeit-stimulus-coronavirus,"
            Games
          
        This material may not be published, broadcast, rewritten, or redistributed. ©2025 FOX News Network, LLC. All rights reserved. Quotes displayed in real-time or delayed by at least 15 minutes. Market data provided by Factset. Powered and implemented by FactSet Digital Solutions. Legal Statement. Mutual Fund and ETF data provided by Refinitiv Lipper.
       Economics experts Dagen McDowell, Mitch Roschelle, and Gene Marks answer questions. Get all the latest ne",1.0,0.12874238193035126,0.07857922464609146,0.0571245513856411,0.06632339209318161,0.05654450133442879,0.0599374882876873,0.06997786462306976,0.0455346442759037,0.029146896675229073,0.0342288501560688,0.033418260514736176,0.03472573682665825,0.01924441009759903,0.02802964113652706,0.029953645542263985,0.0210511926561594,0.01551066618412733,0.01605846732854843,0.014588342048227787,0.025989418849349022,0.01511297281831503,0.02417074143886566,0.022814149037003517,0.018038950860500336,0.011792845092713833,0.014792718924582005,0.014305138029158115,0.014262901619076729
